Category,Month,Year,PdDistrict,X,Y,Location
ASSAULT,8,2016,MISSION,-122.4263845,37.76464394,"(37.764643937262, -122.426384450806)"
ASSAULT,8,2016,MISSION,-122.4263845,37.76464394,"(37.764643937262, -122.426384450806)"
ASSAULT,10,2016,PARK,-122.4577782,37.76467688,"(37.7646768818605, -122.45777819403)"
ASSAULT,12,2016,PARK,-122.4577782,37.76467688,"(37.7646768818605, -122.45777819403)"
ASSAULT,1,2016,TARAVAL,-122.4727859,37.76468171,"(37.7646817096397, -122.472785857895)"
ASSAULT,11,2016,TARAVAL,-122.4917242,37.7647129,"(37.7647128982793, -122.491724184152)"
ASSAULT,11,2016,TARAVAL,-122.4917242,37.7647129,"(37.7647128982793, -122.491724184152)"
ASSAULT,6,2016,MISSION,-122.4255051,37.76475377,"(37.764753771321, -122.425505078004)"
ASSAULT,6,2016,MISSION,-122.4255051,37.76475377,"(37.764753771321, -122.425505078004)"
ASSAULT,11,2016,MISSION,-122.4236225,37.76475739,"(37.7647573853335, -122.423622537404)"
ASSAULT,12,2016,MISSION,-122.4236225,37.76475739,"(37.7647573853335, -122.423622537404)"
ASSAULT,2,2016,TARAVAL,-122.470729,37.76477285,"(37.7647728467304, -122.470728986084)"
ASSAULT,9,2016,BAYVIEW,-122.4025645,37.76478086,"(37.7647808589578, -122.402564529639)"
ASSAULT,4,2016,MISSION,-122.4241043,37.76478282,"(37.7647828165893, -122.424104315404)"
ASSAULT,7,2016,MISSION,-122.4241043,37.76478282,"(37.7647828165893, -122.424104315404)"
ASSAULT,4,2016,MISSION,-122.4241043,37.76478282,"(37.7647828165893, -122.424104315404)"
ASSAULT,3,2016,MISSION,-122.4243684,37.76482248,"(37.7648224781504, -122.424368416112)"
ASSAULT,7,2016,MISSION,-122.4223886,37.76483195,"(37.7648319521443, -122.422388599852)"
ASSAULT,2,2016,MISSION,-122.4223886,37.76483195,"(37.7648319521443, -122.422388599852)"
ASSAULT,11,2016,MISSION,-122.4223886,37.76483195,"(37.7648319521443, -122.422388599852)"
ASSAULT,2,2016,MISSION,-122.4223886,37.76483195,"(37.7648319521443, -122.422388599852)"
ASSAULT,1,2016,MISSION,-122.4236373,37.76486667,"(37.7648666651043, -122.423637302048)"
ASSAULT,6,2016,MISSION,-122.4236373,37.76486667,"(37.7648666651043, -122.423637302048)"
ASSAULT,8,2016,MISSION,-122.4236373,37.76486667,"(37.7648666651043, -122.423637302048)"
ASSAULT,10,2016,MISSION,-122.4216626,37.76487582,"(37.7648758178404, -122.421662616877)"
ASSAULT,4,2016,MISSION,-122.4216626,37.76487582,"(37.7648758178404, -122.421662616877)"
ASSAULT,1,2016,MISSION,-122.4216626,37.76487582,"(37.7648758178404, -122.421662616877)"
ASSAULT,3,2016,MISSION,-122.4216626,37.76487582,"(37.7648758178404, -122.421662616877)"
ASSAULT,11,2016,MISSION,-122.4216626,37.76487582,"(37.7648758178404, -122.421662616877)"
ASSAULT,1,2016,MISSION,-122.4213053,37.76489741,"(37.7648974062145, -122.421305285009)"
ASSAULT,7,2016,MISSION,-122.4213053,37.76489741,"(37.7648974062145, -122.421305285009)"
ASSAULT,8,2016,MISSION,-122.4213053,37.76489741,"(37.7648974062145, -122.421305285009)"
ASSAULT,2,2016,MISSION,-122.4230017,37.76490508,"(37.7649050761616, -122.423001696251)"
ASSAULT,11,2016,MISSION,-122.4210829,37.76491084,"(37.764910844226, -122.421082850193)"
ASSAULT,11,2016,MISSION,-122.4210829,37.76491084,"(37.764910844226, -122.421082850193)"
ASSAULT,11,2016,MISSION,-122.4210829,37.76491084,"(37.764910844226, -122.421082850193)"
ASSAULT,10,2016,MISSION,-122.4218864,37.76491789,"(37.7649178909424, -122.421886357981)"
ASSAULT,7,2016,MISSION,-122.4218864,37.76491789,"(37.7649178909424, -122.421886357981)"
ASSAULT,6,2016,MISSION,-122.4218864,37.76491789,"(37.7649178909424, -122.421886357981)"
ASSAULT,7,2016,MISSION,-122.4218864,37.76491789,"(37.7649178909424, -122.421886357981)"
ASSAULT,5,2016,PARK,-122.4428694,37.76493078,"(37.7649307776933, -122.442869421813)"
ASSAULT,8,2016,MISSION,-122.4319577,37.76493572,"(37.7649357189679, -122.431957685196)"
ASSAULT,12,2016,MISSION,-122.4223991,37.76494149,"(37.7649414890121, -122.422399101985)"
ASSAULT,2,2016,MISSION,-122.4213819,37.76494809,"(37.7649480897345, -122.421381948278)"
ASSAULT,2,2016,MISSION,-122.4213819,37.76494809,"(37.7649480897345, -122.421381948278)"
ASSAULT,2,2016,MISSION,-122.4213819,37.76494809,"(37.7649480897345, -122.421381948278)"
ASSAULT,2,2016,MISSION,-122.4212403,37.76495589,"(37.7649558927912, -122.421240281394)"
ASSAULT,1,2016,TARAVAL,-122.4664444,37.76495968,"(37.7649596797552, -122.466444373211)"
ASSAULT,9,2016,TARAVAL,-122.4664444,37.76495968,"(37.7649596797552, -122.466444373211)"
ASSAULT,9,2016,TARAVAL,-122.4664444,37.76495968,"(37.7649596797552, -122.466444373211)"
ASSAULT,9,2016,TARAVAL,-122.4664444,37.76495968,"(37.7649596797552, -122.466444373211)"
ASSAULT,3,2016,TARAVAL,-122.4663062,37.76496576,"(37.7649657627052, -122.46630620635)"
ASSAULT,4,2016,MISSION,-122.4200705,37.764972,"(37.7649720006151, -122.420070483636)"
ASSAULT,12,2016,MISSION,-122.4200705,37.764972,"(37.7649720006151, -122.420070483636)"
ASSAULT,3,2016,MISSION,-122.4209017,37.76497789,"(37.7649778918035, -122.420901749456)"
ASSAULT,3,2016,MISSION,-122.4209017,37.76497789,"(37.7649778918035, -122.420901749456)"
ASSAULT,3,2016,MISSION,-122.4209017,37.76497789,"(37.7649778918035, -122.420901749456)"
ASSAULT,9,2016,MISSION,-122.4216575,37.7649863,"(37.7649863002307, -122.4216574693)"
ASSAULT,1,2016,MISSION,-122.4205804,37.76499686,"(37.7649968622937, -122.420580440111)"
ASSAULT,6,2016,MISSION,-122.4205804,37.76499686,"(37.7649968622937, -122.420580440111)"
ASSAULT,5,2016,MISSION,-122.4205804,37.76499686,"(37.7649968622937, -122.420580440111)"
ASSAULT,7,2016,MISSION,-122.4192025,37.76502443,"(37.7650244301204, -122.41920245941)"
ASSAULT,8,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,4,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,11,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,3,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,5,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,7,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,9,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,9,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,9,2016,MISSION,-122.4207629,37.76504034,"(37.7650403422958, -122.420762936447)"
ASSAULT,1,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,1,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,6,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,10,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,11,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,2,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,2,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,4,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,9,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,11,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,6,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,11,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,2,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,1,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,1,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,7,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,12,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,10,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,2,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,3,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,3,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,3,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,3,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,3,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,3,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,4,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,5,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,6,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,6,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,6,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,6,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,7,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,7,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,7,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,8,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,8,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,8,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,9,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,11,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,12,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,12,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,12,2016,MISSION,-122.4196718,37.76505012,"(37.7650501214668, -122.419671780296)"
ASSAULT,4,2016,PARK,-122.4642365,37.76506581,"(37.7650658096524, -122.464236532783)"
ASSAULT,4,2016,PARK,-122.4642365,37.76506581,"(37.7650658096524, -122.464236532783)"
ASSAULT,8,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,11,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,11,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,3,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,4,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,4,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,5,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,5,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,6,2016,MISSION,-122.420081,37.76508154,"(37.7650815376682, -122.420080983505)"
ASSAULT,1,2016,MISSION,-122.4277209,37.7650824,"(37.7650823974772, -122.427720856367)"
ASSAULT,1,2016,MISSION,-122.4277209,37.7650824,"(37.7650823974772, -122.427720856367)"
ASSAULT,12,2016,PARK,-122.4626381,37.76508271,"(37.7650827055931, -122.462638069686)"
ASSAULT,3,2016,MISSION,-122.4180499,37.76509403,"(37.7650940324026, -122.418049946137)"
ASSAULT,2,2016,MISSION,-122.4180499,37.76509403,"(37.7650940324026, -122.418049946137)"
ASSAULT,3,2016,MISSION,-122.4180499,37.76509403,"(37.7650940324026, -122.418049946137)"
ASSAULT,12,2016,MISSION,-122.418701,37.76510988,"(37.7651098786222, -122.418701003284)"
ASSAULT,9,2016,MISSION,-122.418701,37.76510988,"(37.7651098786222, -122.418701003284)"
ASSAULT,6,2016,MISSION,-122.418701,37.76510988,"(37.7651098786222, -122.418701003284)"
ASSAULT,6,2016,MISSION,-122.418701,37.76510988,"(37.7651098786222, -122.418701003284)"
ASSAULT,6,2016,MISSION,-122.418701,37.76510988,"(37.7651098786222, -122.418701003284)"
ASSAULT,8,2016,MISSION,-122.4308834,37.76511058,"(37.765110583712, -122.430883448045)"
ASSAULT,1,2016,MISSION,-122.432198,37.76511073,"(37.7651107322703, -122.432198022433)"
ASSAULT,4,2016,MISSION,-122.432198,37.76511073,"(37.7651107322703, -122.432198022433)"
ASSAULT,9,2016,MISSION,-122.432198,37.76511073,"(37.7651107322703, -122.432198022433)"
ASSAULT,7,2016,MISSION,-122.432198,37.76511073,"(37.7651107322703, -122.432198022433)"
ASSAULT,10,2016,MISSION,-122.432198,37.76511073,"(37.7651107322703, -122.432198022433)"
ASSAULT,11,2016,MISSION,-122.432198,37.76511073,"(37.7651107322703, -122.432198022433)"
ASSAULT,11,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,5,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,6,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,4,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,6,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,7,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,7,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,10,2016,MISSION,-122.4075449,37.7651193,"(37.7651192951994, -122.407544906452)"
ASSAULT,10,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,9,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,1,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,4,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,6,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,9,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,9,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,9,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,11,2016,MISSION,-122.419213,37.76513397,"(37.7651339672499, -122.419212958008)"
ASSAULT,4,2016,MISSION,-122.4174883,37.7651818,"(37.7651818039906, -122.417488323639)"
ASSAULT,4,2016,MISSION,-122.4174883,37.7651818,"(37.7651818039906, -122.417488323639)"
ASSAULT,6,2016,MISSION,-122.4174883,37.7651818,"(37.7651818039906, -122.417488323639)"
ASSAULT,10,2016,MISSION,-122.4174883,37.7651818,"(37.7651818039906, -122.417488323639)"
ASSAULT,10,2016,MISSION,-122.4174883,37.7651818,"(37.7651818039906, -122.417488323639)"
ASSAULT,11,2016,MISSION,-122.4174883,37.7651818,"(37.7651818039906, -122.417488323639)"
ASSAULT,2,2016,PARK,-122.4544034,37.76523201,"(37.765232010482, -122.454403424007)"
ASSAULT,5,2016,MISSION,-122.4297779,37.76524052,"(37.7652405158633, -122.429777862839)"
ASSAULT,8,2016,MISSION,-122.4297779,37.76524052,"(37.7652405158633, -122.429777862839)"
ASSAULT,8,2016,MISSION,-122.4297779,37.76524052,"(37.7652405158633, -122.429777862839)"
ASSAULT,5,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,5,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,5,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,11,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,11,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,2,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,7,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,7,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,9,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,9,2016,MISSION,-122.4163897,37.76524912,"(37.7652491154383, -122.416389710283)"
ASSAULT,8,2016,PARK,-122.4599543,37.76525521,"(37.7652552121957, -122.459954281899)"
ASSAULT,4,2016,MISSION,-122.4169648,37.76526973,"(37.7652697291388, -122.416964767473)"
ASSAULT,11,2016,MISSION,-122.4169648,37.76526973,"(37.7652697291388, -122.416964767473)"
ASSAULT,2,2016,BAYVIEW,-122.3953288,37.76527254,"(37.7652725356657, -122.395328828749)"
ASSAULT,10,2016,PARK,-122.4583253,37.76527392,"(37.765273918397, -122.458325260436)"
ASSAULT,5,2016,MISSION,-122.4288097,37.76529913,"(37.7652991255017, -122.428809654361)"
ASSAULT,5,2016,BAYVIEW,-122.40449,37.76530309,"(37.7653030889137, -122.404489962494)"
ASSAULT,6,2016,BAYVIEW,-122.40449,37.76530309,"(37.7653030889137, -122.404489962494)"
ASSAULT,4,2016,MISSION,-122.4219944,37.76531485,"(37.765314854109, -122.421994366464)"
ASSAULT,4,2016,MISSION,-122.4153084,37.76531614,"(37.765316135635, -122.415308388816)"
ASSAULT,5,2016,MISSION,-122.4153084,37.76531614,"(37.765316135635, -122.415308388816)"
ASSAULT,7,2016,MISSION,-122.4153084,37.76531614,"(37.765316135635, -122.415308388816)"
ASSAULT,9,2016,MISSION,-122.4153084,37.76531614,"(37.765316135635, -122.415308388816)"
ASSAULT,12,2016,MISSION,-122.4153084,37.76531614,"(37.765316135635, -122.415308388816)"
ASSAULT,3,2016,MISSION,-122.4142227,37.76532509,"(37.7653250853262, -122.414222704763)"
ASSAULT,1,2016,MISSION,-122.4142227,37.76532509,"(37.7653250853262, -122.414222704763)"
ASSAULT,9,2016,MISSION,-122.4142227,37.76532509,"(37.7653250853262, -122.414222704763)"
ASSAULT,9,2016,MISSION,-122.4142227,37.76532509,"(37.7653250853262, -122.414222704763)"
ASSAULT,11,2016,MISSION,-122.4142227,37.76532509,"(37.7653250853262, -122.414222704763)"
ASSAULT,12,2016,MISSION,-122.4142227,37.76532509,"(37.7653250853262, -122.414222704763)"
ASSAULT,12,2016,MISSION,-122.4142227,37.76532509,"(37.7653250853262, -122.414222704763)"
ASSAULT,8,2016,MISSION,-122.4158735,37.76533561,"(37.7653356122581, -122.415873491231)"
ASSAULT,8,2016,MISSION,-122.4158735,37.76533561,"(37.7653356122581, -122.415873491231)"
ASSAULT,9,2016,PARK,-122.4422068,37.7653547,"(37.7653547015594, -122.442206804903)"
ASSAULT,7,2016,BAYVIEW,-122.402692,37.76541133,"(37.7654113280146, -122.402692008641)"
ASSAULT,1,2016,BAYVIEW,-122.402692,37.76541133,"(37.7654113280146, -122.402692008641)"
ASSAULT,3,2016,BAYVIEW,-122.402692,37.76541133,"(37.7654113280146, -122.402692008641)"
ASSAULT,6,2016,BAYVIEW,-122.402692,37.76541133,"(37.7654113280146, -122.402692008641)"
ASSAULT,10,2016,BAYVIEW,-122.402692,37.76541133,"(37.7654113280146, -122.402692008641)"
ASSAULT,1,2016,PARK,-122.4527584,37.76544332,"(37.7654433196318, -122.45275843965)"
ASSAULT,4,2016,TARAVAL,-122.4773091,37.76544607,"(37.7654460715825, -122.477309120603)"
ASSAULT,4,2016,MISSION,-122.4131076,37.76544802,"(37.7654480180266, -122.413107622693)"
ASSAULT,5,2016,MISSION,-122.4131076,37.76544802,"(37.7654480180266, -122.413107622693)"
ASSAULT,2,2016,MISSION,-122.4131076,37.76544802,"(37.7654480180266, -122.413107622693)"
ASSAULT,12,2016,MISSION,-122.4131076,37.76544802,"(37.7654480180266, -122.413107622693)"
ASSAULT,11,2016,RICHMOND,-122.4960608,37.76545965,"(37.7654596482276, -122.496060774631)"
ASSAULT,11,2016,MISSION,-122.410975,37.7655214,"(37.7655213953573, -122.410975042707)"
ASSAULT,7,2016,MISSION,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
ASSAULT,10,2016,MISSION,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
ASSAULT,5,2016,MISSION,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
ASSAULT,5,2016,MISSION,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
ASSAULT,6,2016,MISSION,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
ASSAULT,6,2016,MISSION,-122.4104888,37.76560586,"(37.7656058638705, -122.410488829308)"
ASSAULT,1,2016,MISSION,-122.4232659,37.76564952,"(37.765649515945, -122.423265893603)"
ASSAULT,7,2016,MISSION,-122.4232659,37.76564952,"(37.765649515945, -122.423265893603)"
ASSAULT,9,2016,BAYVIEW,-122.3879703,37.76566057,"(37.7656605700533, -122.387970307057)"
ASSAULT,4,2016,MISSION,-122.4186363,37.76568504,"(37.7656850385551, -122.418636273971)"
ASSAULT,3,2016,TARAVAL,-122.4717998,37.7656867,"(37.7656866988298, -122.471799827428)"
ASSAULT,11,2016,TARAVAL,-122.469122,37.76570442,"(37.7657044231319, -122.469121961126)"
ASSAULT,11,2016,TARAVAL,-122.469122,37.76570442,"(37.7657044231319, -122.469121961126)"
ASSAULT,11,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,11,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,1,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,10,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,5,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,1,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,11,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,11,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,11,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,2,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,2,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,2,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,2,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,2,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,4,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,5,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,5,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,5,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,6,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,6,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,7,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,7,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,8,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,8,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,8,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,9,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,9,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,10,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,10,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,11,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,12,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,12,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,12,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,12,2016,MISSION,-122.4095299,37.76571844,"(37.7657184395282, -122.409529913278)"
ASSAULT,11,2016,PARK,-122.4354715,37.7657257,"(37.7657256987495, -122.435471454169)"
ASSAULT,4,2016,TARAVAL,-122.4680511,37.76575177,"(37.765751774896, -122.468051130409)"
ASSAULT,6,2016,TARAVAL,-122.4680511,37.76575177,"(37.765751774896, -122.468051130409)"
ASSAULT,6,2016,MISSION,-122.4180932,37.76577395,"(37.7657739546719, -122.418093215914)"
ASSAULT,4,2016,MISSION,-122.4209085,37.76577666,"(37.7657766621198, -122.420908468984)"
ASSAULT,1,2016,MISSION,-122.4209085,37.76577666,"(37.7657766621198, -122.420908468984)"
